accession,secondary_accessions,name,synonyms,chemical_formula,iupac_name,cas_registry_number,smiles,inchi,inchikey,monisotopic_molecular_weight,average_molecular_weight,file_name,dim
HMDB0000019,"['HMDB00019', 'HMDB0004260', 'HMDB04260']",alpha-Ketoisovaleric acid,"['2-Keto-3-methylbutyric acid', '2-Ketoisovaleric acid', '2-Ketovaline', '2-oxo-3-Methylbutanoic acid', '2-oxo-3-Methylbutyric acid', '2-Oxoisovaleric acid', '3-Methyl-2-oxobutanoate', '3-Methyl-2-oxobutyric acid', 'alpha-Keto-isovaleric acid', 'alpha-Ketovaline', 'alpha-oxo-beta-Methylbutyricacid', 'alpha-Oxoisovaleric acid', 'Dimethylpyruvic acid', 'Isopropylglyoxylic acid', '2-oxo-3-Methylbutanoate', '2-Oxoisovalerate', '2-Oxoisopentanoate', '2-Keto-3-methylbutyrate', '2-Ketoisovalerate', '2-oxo-3-Methylbutyrate', '3-Methyl-2-oxobutanoic acid', '3-Methyl-2-oxobutyrate', 'a-Keto-isovalerate', 'a-Keto-isovaleric acid', 'alpha-Keto-isovalerate', 'Α-keto-isovalerate', 'Α-keto-isovaleric acid', 'a-Ketovaline', 'Α-ketovaline', 'a-oxo-b-Methylbutyricacid', 'Α-oxo-β-methylbutyricacid', 'a-Oxoisovalerate', 'a-Oxoisovaleric acid', 'alpha-Oxoisovalerate', 'Α-oxoisovalerate', 'Α-oxoisovaleric acid', 'Dimethylpyruvate', 'Isopropylglyoxylate', '2-Oxoisopentanoic acid', 'a-Ketoisovalerate', 'a-Ketoisovaleric acid', 'alpha-Ketoisovalerate', 'Α-ketoisovalerate', 'Α-ketoisovaleric acid', '2-Ketoisvaleric acid', '2-oxo-3-Methyl-butyrate', '3-Methyl-2-oxo-butanoate', '3-Methyl-2-oxo-butanoic acid', '3-Methyl-2-oxo-butyrate', '3-Methyl-2-oxo-butyric acid', '3-Methyl-2-oxobutinoate', '3-Methyl-2-oxobutinoic acid', 'a-Keto-b-methylbutyrate', 'a-Keto-b-methylbutyric acid', 'a-oxo-b-Methylbutyrate', 'a-oxo-b-Methylbutyric acid', 'alpha-Keto-beta-methylbutyrate', 'alpha-Keto-beta-methylbutyric acid', 'alpha-oxo-beta-Methylbutyrate', 'alpha-oxo-beta-Methylbutyric acid', 'Ketovaline', 'alpha-Ketoisopentanoic acid', 'alpha-Ketoisovaleric acid']",C5H8O3,3-methyl-2-oxobutanoic acid,759-05-7,CC(C)C(=O)C(O)=O,"InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H,1-2H3,(H,7,8)",QHKABHOOEWYVLI-UHFFFAOYSA-N,116.047344122,116.1152,HMDB0000019_nmroned_1033_27937.txt,nmroned
HMDB0000020,['HMDB00020'],p-Hydroxyphenylacetic acid,"['(p-Hydroxyphenyl)acetic acid', '4-Carboxymethylphenol', '4-Hydroxybenzeneacetic acid', '4-Hydroxyphenylacetate', '4-Hydroxyphenylacetic acid', '(p-Hydroxyphenyl)acetate', '4-Hydroxybenzeneacetate', 'p-Hydroxyphenylacetate', '(4-Hydroxy-phenyl)-acetate', '(4-Hydroxy-phenyl)-acetic acid', '(4-Hydroxy-phenyl)-essigsaeure', '(4-Hydroxyphenyl)acetate', '(4-Hydroxyphenyl)acetic acid', '(p-Hydroxyphenyl)-acetate', '(p-Hydroxyphenyl)-acetic acid', '4-Hydroxy-benzeneacetate', '4-Hydroxy-benzeneacetic acid', '4-Hydroxyphenyl-acetic acid', 'Parahydroxy phenylacetate', 'Parahydroxy phenylacetic acid', 'Parahydroxyphenylacetate', 'Para-hydroxyphenylacetic acid', 'p-Hydroxyphenylacetic acid', ""4'-Hydroxyphenylacetic acid"", '2-(4-Hydroxyphenyl)acetic acid']",C8H8O3,2-(4-hydroxyphenyl)acetic acid,156-38-7,OC(=O)CC1=CC=C(O)C=C1,"InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)",XQXPVVBIMDBYFF-UHFFFAOYSA-N,152.047344122,152.1473,HMDB0000020_nmroned_1034_27941.txt,nmroned
HMDB0000021,['HMDB00021'],Iodotyrosine,"['(2S)-2-Amino-3-(4-hydroxy-3-iodophenyl)propanoic acid', '3-IODO-tyrosine', 'MIT', '(2S)-2-Amino-3-(4-hydroxy-3-iodophenyl)propanoate', '3-Iodo-4-hydroxyphenylalanine', '3-Iodo-L-tyrosine', '3-Iodotyrosine', '3-Monoiodo-L-tyrosine', '4-Hydroxy-3-iodophenylalanine', 'IYR', 'L-Tyrosine-3-iodo', 'Monoiodotyrosine']",C9H10INO3,(2S)-2-amino-3-(4-hydroxy-3-iodophenyl)propanoic acid,70-78-0,N[C@@H](CC1=CC=C(O)C(I)=C1)C(O)=O,"InChI=1S/C9H10INO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)/t7-/m0/s1",UQTZMGFTRHFAAM-ZETCQYMHSA-N,306.970536611,307.0851,HMDB0000021_nmroned_1035_27945.txt,nmroned
HMDB0000022,"['HMDB00022', 'HMDB0006022', 'HMDB06022']",3-Methoxytyramine,"['3-Methoxy-4-hydroxyphenylethyl amine', '3-O-Methyldopamine', '4-(2-Amino-ethyl)-2-methoxy-phenol', '4-(2-Aminoethyl)-2-methoxy-phenol', '4-(2-Aminoethyl)-2-methoxyphenol', '5-(2-Aminoethyl)guaiacol', 'Methoxytyramine', '3-Methoxytyramine hydrochloride']",C9H13NO2,4-(2-aminoethyl)-2-methoxyphenol,554-52-9,COC1=C(O)C=CC(CCN)=C1,"InChI=1S/C9H13NO2/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,11H,4-5,10H2,1H3",DIVQKHQLANKJQO-UHFFFAOYSA-N,167.094628665,167.205,HMDB0000022_nmroned_1036_27950.txt,nmroned
HMDB0000023,"['HMDB0000435', 'HMDB00023', 'HMDB00435', 'HMDB0062640', 'HMDB0126088', 'HMDB62640']",(S)-3-Hydroxyisobutyric acid,"['(S)-3-Hydroxy-2-methylpropanoic acid', '(S)-3-Hydroxy-2-methylpropionic acid', '(S)-3-Hydroxy-2-methylpropanoate', '(S)-3-Hydroxy-2-methylpropionate', '(S)-3-Hydroxyisobutyrate', '2-Methyl-L-(+)-hydracrylate', '2-Methyl-L-(+)-hydracrylic acid', '3-Hydroxy(iso)butyric acid', '3-Hydroxy-2-methyl-(S)-propanoate', '3-Hydroxy-2-methyl-(S)-propanoic acid', '3-Hydroxy-2-methylpropanoate', '3-Hydroxy-2-methylpropanoic acid', '3-Hydroxy-isobutyrate', '3-Hydroxyisobutyrate', '3-Hydroxyisobutyric acid', '(2S)-3-Hydroxy-2-methylpropanoic acid', '(2S)-3-Hydroxy-2-methylpropionic acid', '(S)-beta-Hydroxyisobutyric acid', '(S)-Β-hydroxyisobutyric acid', '(±)-3-hydroxy-2-methylpropanoic acid', '(±)-3-hydroxy-2-methylpropionic acid', '2-(Hydroxymethyl)propanoic acid', '2-(Hydroxymethyl)propionic acid', '2-Methyl-3-hydroxypropanoic acid', '2-Methyl-3-hydroxypropionic acid', '3-HIBA', '3-Hydroxy-2-methylpropionic acid', 'DL-3-Hydroxyisobutyric acid', 'L-(+)-beta-Hydroxyisobutyric acid', 'L-(+)-Β-hydroxyisobutyric acid', 'beta-Hydroxyisobutyric acid', 'Β-hydroxyisobutyric acid', '3-Hydroxy-2-isobutyrate', '3-Hydroxy-2-isobutyric acid', '(S)-3-Hydroxyisobutyric acid']",C4H8O3,(2S)-3-hydroxy-2-methylpropanoic acid,26543-05-5,C[C@@H](CO)C(O)=O,"InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m0/s1",DBXBTMSZEOQQDU-VKHMYHEASA-N,104.047344122,104.1045,HMDB0000023_nmroned_1037_27954.txt,nmroned
HMDB0000026,"['HMDB00026', 'HMDB0062812', 'HMDB62812']",Ureidopropionic acid,"['3-[(Aminocarbonyl)amino]propanoic acid', '3-Ureidopropanoate', '3-Ureidopropanoic acid', '3-Ureidopropionate', '3-Ureidopropionic acid', 'beta-Ureidopropionic acid', 'N-(AMINOCARBONYL)-BETA-alanine', 'Ureidopropanoic acid', 'N-Carbamoyl-beta-alanine', '3-[(Aminocarbonyl)amino]propanoate', 'b-Ureidopropionate', 'b-Ureidopropionic acid', 'beta-Ureidopropionate', 'Β-ureidopropionate', 'Β-ureidopropionic acid', 'N-(AMINOCARBONYL)-b-alanine', 'N-(AMINOCARBONYL)-β-alanine', 'Ureidopropanoate', 'N-Carbamoyl-b-alanine', 'N-Carbamoyl-β-alanine', 'Ureidopropionate', '3-(carbamoylamino)Propanoate', '3-(carbamoylamino)Propanoic acid', '3-ureido-Propionate', 'Carbamoyl-b-ala-OH', 'Carbamoyl-beta-ala-OH', ""N-(Aminocarbonyl)-'b-alanine"", 'N-Carbamyl-b-alanine', 'N-Carbamyl-beta-alanine', 'Ion(-1) OF N-carbamoyl-beta-alanine', 'Carbamoyl-beta-alanine', 'Carbamoyl-β-alanine', 'Carbamyl beta-alanine', 'Carbamyl β-alanine', 'beta-Ureidopropanoic acid', 'β-Ureidopropanoic acid']",C4H8N2O3,3-(carbamoylamino)propanoic acid,462-88-4,NC(=O)NCCC(O)=O,"InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)",JSJWCHRYRHKBBW-UHFFFAOYSA-N,132.053492132,132.1179,HMDB0000026_nmroned_1038_27959.txt,nmroned
HMDB0000030,['HMDB00030'],Biotin,"['(+)-cis-Hexahydro-2-oxo-1H-thieno[3,4]imidazole-4-valeric acid', '(3AS,4S,6ar)-hexahydro-2-oxo-1H-thieno[3,4-D]imidazole-4-valeric acid', '5-(2-Oxohexahydro-1H-thieno[3,4-D]imidazol-4-yl)pentanoic acid', 'Biotina', 'Biotine', 'Biotinum', 'cis-(+)-Tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acid', 'cis-Hexahydro-2-oxo-1H-thieno(3,4)imidazole-4-valeric acid', 'cis-Tetrahydro-2-oxothieno(3,4-D)imidazoline-4-valeric acid', 'Coenzyme R', 'D-(+)-Biotin', 'D-Biotin', 'Vitamin b7', 'Vitamin H', 'Bioepiderm', '(+)-cis-Hexahydro-2-oxo-1H-thieno[3,4]imidazole-4-valerate', '(3AS,4S,6ar)-hexahydro-2-oxo-1H-thieno[3,4-D]imidazole-4-valerate', '5-(2-Oxohexahydro-1H-thieno[3,4-D]imidazol-4-yl)pentanoate', 'cis-(+)-Tetrahydro-2-oxothieno[3,4]imidazoline-4-valerate', 'cis-Hexahydro-2-oxo-1H-thieno(3,4)imidazole-4-valerate', 'cis-Tetrahydro-2-oxothieno(3,4-D)imidazoline-4-valerate', '(+)-Biotin', '-(+)-Biotin', '1SWK', '1SWN', '1SWR', 'Biodermatin', 'Bios H', 'Bios II', 'D(+)-Biotin', 'D-Biotin factor S', 'delta-(+)-Biotin', 'delta-Biotin', 'delta-Biotin factor S', 'Factor S', 'Factor S (vitamin)', 'Hexahydro-2-oxo-1H-thieno(3,4-D)imidazole-4-pentanoate', 'Hexahydro-2-oxo-1H-thieno(3,4-D)imidazole-4-pentanoic acid', 'Hexahydro-2-oxo-[3as-(3aa,4b,6aa)]-1H-thieno[3,4-D]imidazole-4-pentanoate', 'Hexahydro-2-oxo-[3as-(3aa,4b,6aa)]-1H-thieno[3,4-D]imidazole-4-pentanoic acid', 'Hexahydro-2-oxo-[3as-(3alpha,4beta,6alpha)]-1H-thieno[3,4-D]imidazole-4-pentanoate', 'Hexahydro-2-oxo-[3as-(3alpha,4beta,6alpha)]-1H-thieno[3,4-D]imidazole-4-pentanoic acid', 'Lutavit H2', 'Meribin', 'Rovimix H 2', 'Vitamin-H', 'Biotin hermes brand', 'Biotin roche brand', 'Biotin simons brand', 'Biotin strathmann brand', 'Biotin ziethen brand', 'Biotin ratiopharm', 'Roche brand OF biotin', 'Roche, biotine', 'E+b pharma brand OF biotin', 'Medobiotin', 'Biokur', 'Biotinratiopharm', 'Gelfert, biotin', 'Hermes brand OF biotin', 'Hermes, biotin', 'Medopharm brand OF biotin', 'Ratiopharm brand OF biotin', 'Biocur brand OF biotin', 'Biotin dermapharm brand', 'Biotine roche', 'Deacura', 'Dermapharm brand OF biotin', 'Gabunat', 'Medebiotin', 'Rombellin', 'Ziethen brand OF biotin', 'Biotin biocur brand', 'Biotin gelfert', 'Biotin hermes', 'Biotin medopharm brand', 'Biotin ratiopharm brand', 'Biotin-ratiopharm', 'H, Vitamin', 'Medea brand OF biotin sodium salt', 'Simons brand OF biotin', 'Strathmann brand OF biotin']",C10H16N2O3S,"5-[(3aS,4S,6aR)-2-oxo-hexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoic acid",58-85-5,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1",YBJHBAHKTGYVGT-ZKWXMUAHSA-N,244.088163078,244.311,HMDB0000030_nmroned_1039_27963.txt,nmroned
HMDB0000032,['HMDB00032'],7-Dehydrocholesterol,"['(3beta)-Cholesta-5,7-dien-3-ol', '5,7-Cholestadien-3-beta-ol', '5,7-Cholestadien-3beta-ol', 'Provitamin D3', 'Cholesta-5,7-dien-3beta-ol', '(3b)-Cholesta-5,7-dien-3-ol', '(3Β)-cholesta-5,7-dien-3-ol', '5,7-Cholestadien-3-b-ol', '5,7-Cholestadien-3-β-ol', '5,7-Cholestadien-3b-ol', '5,7-Cholestadien-3β-ol', 'Cholesta-5,7-dien-3b-ol', 'Cholesta-5,7-dien-3β-ol', '(-)-7-Dehydrocholesterol', '10,13-Dimethyl-17-(6-methylheptan-2-yl)-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol', '17-(1,5-Dimethylhexyl)-10,13-dimethyl-2,3,4,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol', '5,7-Cholestandien-3-ol', '5,7-Cholestandien-3beta-ol', '7,8-Dehydro-cholesterol', '7,8-Didehydrocholesterol', '7-Dehydro-cholesterol', '7-Dehydrocholesterin', '7DHC', 'Cholesta-5,7-dien-3 beta -ol', 'Cholesta-5,7-dien-3-beta-ol', 'Cholesta-5,7-dien-3-ol', 'Dehydrocholesterin', 'Dehydrocholesterol', 'Delta5,7-Cholestadien-3beta-ol', 'Delta5,7-Cholesterol', 'Delta7-Cholesterol', 'Provitamin-D3', 'Provitamin D(3)', 'Cholesta-5,7-dien-3 beta-ol', '7-Dehydrocholesterol, (3beta,10alpha)-isomer', '7-Dehydrocholesterol, (3beta,9beta,10alpha)-isomer', '7-DHC', '7-Dehydrocholesterol, (3alpha)-isomer', '7-Dehydrocholesterol, (3beta,9beta)-isomer']",C27H44O,"(1S,2R,5S,11R,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-7,9-dien-5-ol",434-16-2,[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,"InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9-10,18-19,21,23-25,28H,6-8,11-17H2,1-5H3/t19-,21+,23-,24+,25+,26+,27-/m1/s1",UCTLRSWJYQTBFZ-DDPQNLDTSA-N,384.33921603,384.6377,HMDB0000032_nmroned_1041_27972.txt,nmroned
HMDB0000033,['HMDB00033'],Carnosine,"['Nalpha-(beta-alanyl)-L-histidine', 'Nalpha-(b-alanyl)-L-histidine', 'Nalpha-(β-alanyl)-L-histidine', 'b-Alanyl-L-histidine', 'b-Alanylhistidine', 'beta-Alanyl-L-histidine', 'beta-Alanylhistidine', 'Ignotine', 'Karnozin', 'Karnozzn', 'L-Carnosine', 'N-(3-Aminopropanoyl)histidine', 'N-(b-Alanyl)-L-histidine', 'N-b-Alanyl-L-histidine', 'N-beta-Alanyl-L-histidine', 'Sevitin', 'Carnosine, (D-his)-isomer', 'Hydrochloride, carnosine', 'L Carnosine', 'Carnosine hydrochloride', 'beta Alanylhistidine']",C9H14N4O3,(2S)-2-(3-aminopropanamido)-3-(1H-imidazol-5-yl)propanoic acid,305-84-0,NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O,"InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1",CQOVPNPJLQNMDC-ZETCQYMHSA-N,226.106590334,226.2325,HMDB0000033_nmroned_1042_27977.txt,nmroned
HMDB0000034,['HMDB00034'],Adenine,"['6-Aminopurine', 'A', 'Ade', 'Adenin', 'Leucon', '1,6-Dihydro-6-iminopurine', '1H-Purin-6-amine', '1H-Purine-6-amine', '3,6-Dihydro-6-iminopurine', '6-Amino-1H-purine', '6-Amino-3H-purine', '6-Amino-7H-purine', '6-Amino-9H-purine', '6-Amino-purine', '9H-Purin-6-amine', '9H-Purin-6-yl-amin', '9H-Purin-6-ylamine', '9H-Purine-6-amine', 'Adeninimine', 'Vitamin b4', 'Vitamin b 4', '4, Vitamin b', 'b 4, Vitamin']",C5H5N5,7H-purin-6-amine,73-24-5,NC1=C2NC=NC2=NC=N1,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",GFFGJBXGBJISGV-UHFFFAOYSA-N,135.054495185,135.1267,HMDB0000034_nmroned_1043_27982.txt,nmroned
HMDB0000037,['HMDB00037'],Aldosterone,"['(+)-Aldosterone', '(11beta)-11,21-Dihydroxy-3,20-dioxopregn-4-en-18-al', '11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al', '(11b)-11,21-Dihydroxy-3,20-dioxopregn-4-en-18-al', '(11Β)-11,21-dihydroxy-3,20-dioxopregn-4-en-18-al', '11b,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al', '11Β,21-dihydroxy-3,20-dioxo-4-pregnen-18-al', 'Aldosterone, (+-)-isomer', 'Aldosterone, (11 beta,17 alpha)-isomer', '11beta,21-Dihydroxy-3,20-diketo-4-pregnen-18-al', '11beta,21-Dihydroxy-3,20-diketopregn-4-ene-18-al', '11beta,21-Dihydroxypregn-4-ene-3,18,20-trione', '11Β,21-dihydroxy-3,20-diketo-4-pregnen-18-al', '11Β,21-dihydroxy-3,20-diketopregn-4-ene-18-al', '11Β,21-dihydroxypregn-4-ene-3,18,20-trione', '18-Formyl-11beta,21-dihydroxy-4-pregnene-3,20-dione', '18-Formyl-11β,21-dihydroxy-4-pregnene-3,20-dione', '18-Oxocorticosterone', 'Aldosterone']",C21H28O5,"(1S,2R,10S,11S,14S,15R,17S)-17-hydroxy-14-(2-hydroxyacetyl)-2-methyl-5-oxotetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-ene-15-carbaldehyde",52-39-1,[H][C@@]12CC[C@H](C(=O)CO)[C@]1(C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C)C=O,"InChI=1S/C21H28O5/c1-20-7-6-13(24)8-12(20)2-3-14-15-4-5-16(18(26)10-22)21(15,11-23)9-17(25)19(14)20/h8,11,14-17,19,22,25H,2-7,9-10H2,1H3/t14-,15-,16+,17-,19+,20-,21+/m0/s1",PQSUYGKTWSAVDQ-ZVIOFETBSA-N,360.193674006,360.444,HMDB0000037_nmroned_5247_2734408.txt,nmroned
HMDB0000038,['HMDB00038'],Dihydrobiopterin,"['7,8-DIHYDROBIOPTERIN', 'L-Erythro-Q-dihydrobiopterin', 'Q-BH2', 'Quinonoid dihydrobiopterin', 'L-Erythro-7,8-dihydrobiopterin', 'L-Erythro-dihydrobiopterin', '7,8-Dihydro-L-biopterin', 'BH2', 'Dihydrobiopterin']",C9H13N5O3,"2-amino-6-[(1R,2S)-1,2-dihydroxypropyl]-1,4,7,8-tetrahydropteridin-4-one",6779-87-9,C[C@H](O)[C@H](O)C1=NC2=C(NC1)NC(N)=NC2=O,"InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3,6,15-16H,2H2,1H3,(H4,10,11,13,14,17)/t3-,6-/m0/s1",FEMXZDUTFRTWPE-DZSWIPIPSA-N,239.101839307,239.2312,HMDB0000038_nmroned_5248_2734426.txt,nmroned
HMDB0000039,['HMDB00039'],Butyric acid,"['1-Butanoic acid', '1-Butyric acid', '1-Propanecarboxylic acid', '4:0', 'Acide butanoique', 'Acide butyrique', 'Butanic acid', 'Butanoate', 'Butanoic acid', 'Butoic acid', 'Buttersaeure', 'C4:0', 'CH3-[CH2]2-COOH', 'Ethylacetic acid', 'N-Butanoic acid', 'N-Butyric acid', 'Propanecarboxylic acid', 'Propylformic acid', 'Butyrate', '1-Butanoate', '1-Butyrate', '1-Propanecarboxylate', 'Butanate', 'Butoate', 'Ethylacetate', 'N-Butanoate', 'N-Butyrate', 'Propanecarboxylate', 'Propylformate', 'Honey robber', 'Kyselina maselna', 'Butyrate, magnesium', 'Magnesium butyrate', 'Acid, butyric', 'Butyrate, sodium', 'Dibutyrate, magnesium', 'Magnesium dibutyrate', 'Sodium butyrate', 'Acid, butanoic', 'Butyric acid magnesium salt', 'Butyric acid, sodium salt', 'FA(4:0)', 'Butyric acid']",C4H8O2,butanoic acid,107-92-6,CCCC(O)=O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",FERIUCNNQQJTOY-UHFFFAOYSA-N,88.0524295,88.1051,HMDB0000039_nmroned_1047_28002.txt,nmroned
HMDB0000042,['HMDB00042'],Acetic acid,"['Acide acetique', 'AcOH', 'CH3-COOH', 'CH3CO2H', 'e 260', 'e-260', 'e260', 'Essigsaeure', 'Ethanoic acid', 'Ethoic acid', 'Ethylic acid', 'HOAc', 'INS no. 260', 'MeCO2h', 'MeCOOH', 'Methanecarboxylic acid', 'Glacial acetic acid', 'Acetasol', 'Ethanoate', 'Ethoate', 'Ethylate', 'Methanecarboxylate', 'Glacial acetate', 'Acetate', 'Kyselina octova', 'Vinegar', 'Vinegar acid', 'Acid, acetic', 'Acetic acid glacial', 'Acid glacial, acetic', 'Acid, glacial acetic', 'Acetic acid, glacial', 'Glacial, acetic acid']",C2H4O2,acetic acid,64-19-7,CC(O)=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",QTBSBXVTEAMEQO-UHFFFAOYSA-N,60.021129372,60.052,HMDB0000042_nmroned_1048_28007.txt,nmroned
HMDB0000043,"['HMDB00043', 'HMDB0059606', 'HMDB59606']",Betaine,"['TRIMETHYL glycine', 'Acidin pepsin', 'Acidin-pepsin', 'AcidinPepsin', 'Betaine', 'Betaine hydrochloride', 'Betaine, glycine', 'C.B.B.', 'Citrate de bétaïne beaufour', 'Citrate de bétaïne upsa', 'Cystadane', 'Glycine betaine', 'Hepastyl', 'Hydrochloride, betaine', 'Lycine', 'Novobetaine', 'Oxyneurine', 'Scorbo bétaïne', 'Scorbo-bétaïne', 'Scorbobétaïne', 'Stea 16', 'Stea-16', 'Stea16', 'Trimethylammonioacetic acid', 'Betaine orphan brand', 'Byk brand OF betaine phosphate', 'Fournier brand OF betaine ascorbate and hydrate', 'Beaufour brand OF betaine citrate', 'Boizot brand OF betaine aspartate', 'Logeais brand OF betaine cyclobutyrate', 'UPSA brand OF betaine citrate', 'Orphan brand OF betaine', 'N,N,N-Trimethylglycine', 'Trimethylaminoacetate', 'Trimethylammonioacetate']",C5H12NO2,(carboxymethyl)trimethylazanium,6915-17-9,C[N+](C)(C)CC(O)=O,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3/p+1",KWIUHFFTVRNATP-UHFFFAOYSA-O,118.086803633,118.1543,HMDB0000043_nmroned_5276_2757927.txt,nmroned
HMDB0000045,['HMDB00045'],Adenosine monophosphate,"[""5'-Adenosine monophosphate"", ""5'-Adenylic acid"", ""5'-AMP"", ""5'-O-Phosphonoadenosine"", ""Adenosine 5'-(dihydrogen phosphate)"", ""Adenosine 5'-phosphate"", 'Adenosine phosphate', ""Adenosine-5'-monophosphoric acid"", ""Adenosine-5'p"", 'Adenosini phosphas', 'Adenylate', 'Adenylic acid', ""Ado5'p"", 'AMP', 'Fosfato de adenosina', 'pA', 'PAdo', ""Phosphate d'adenosine"", ""Adenosine 5'-monophosphate"", 'Adenyl', ""5'-Adenosine monophosphoric acid"", ""5'-Adenylate"", ""Adenosine 5'-(dihydrogen phosphoric acid)"", ""Adenosine 5'-phosphoric acid"", 'Adenosine phosphoric acid', ""Adenosine-5'-monophosphate"", ""Phosphoric acid d'adenosine"", ""Adenosine 5'-monophosphoric acid"", 'Adenosine monophosphoric acid', ""Adenosine 5'-phosphorate"", ""Adenosine-5'-monophosphorate"", 'Adenosine-5-monophosphorate', 'Adenosine-5-monophosphoric acid', 'Adenosine-monophosphate', 'Adenosine-phosphate', 'Adenovite', 'Cardiomone', 'Lycedan', 'Muscle adenylate', 'Muscle adenylic acid', 'My-b-den', 'My-beta-den', 'Phosaden', 'Phosphaden', 'Phosphentaside', ""5'-Phosphate, adenosine"", ""Acid, 2'-adenylic"", ""2'-Adenylic acid"", ""Adenosine 3' phosphate"", 'Disodium, adenosine phosphate', 'Phosphate dipotassium, adenosine', ""Adenosine 2'-phosphate"", ""Adenosine 5' phosphate"", 'Adenosine phosphate dipotassium', 'Dipotassium, adenosine phosphate', ""2' Adenylic acid"", ""5' Adenylic acid"", ""Acid, 5'-adenylic"", ""Adenosine 3'-phosphate"", ""monoPhosphate, 2'-adenosine"", 'Phosphate disodium, adenosine', ""2' Adenosine monophosphate"", ""2'-AMP"", ""2'-Adenosine monophosphate"", ""Adenosine 2' phosphate"", 'Adenosine phosphate disodium']",C10H14N5O7P,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphonic acid",61-19-8,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",UDMBCSSLTHHNCD-KQYNXXCUSA-N,347.063084339,347.2212,HMDB0000045_nmroned_1051_28021.txt,nmroned
